frame,time_s,detected,mean_visibility,num_visible,nose_visibility,nose_x,nose_y,nose_z,left_shoulder_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_visibility,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_visibility,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_visibility,left_hip_x,left_hip_y,left_hip_z,right_hip_visibility,right_hip_x,right_hip_y,right_hip_z,left_knee_visibility,left_knee_x,left_knee_y,left_knee_z,right_knee_visibility,right_knee_x,right_knee_y,right_knee_z,left_ankle_visibility,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z
293,9.766666666666667,1,0.296769313657513,3,0.9988102316856384,0.543271741066668,0.6449152652361095,-1.5632955605599557,0.9352538585662842,0.7473448586877396,0.9960211533119767,-0.6760582671851318,0.9468446969985962,0.3259743881369488,0.9712160800748431,-0.7588495579475375,0.20475773513317108,,,,0.3295961320400238,,,,0.07226528227329254,,,,0.12103509902954102,,,,0.04160843789577484,,,,0.04334724694490433,,,,0.05864099785685539,,,,0.05719809606671333,,,,0.02169916406273842,,,,0.026944098994135857,,,
294,9.8,1,0.2954064325357859,3,0.9988786578178406,0.5428679014802034,0.6381044623014003,-1.5190079393356335,0.9406831860542297,0.7488698532870757,0.9981390965449157,-0.6383107783797662,0.9513400197029114,0.32583870912605517,0.9724594456352147,-0.7232894934197215,0.20315586030483246,,,,0.3281741738319397,,,,0.06739135086536407,,,,0.1161571815609932,,,,0.0379609614610672,,,,0.03977881371974945,,,,0.05563342198729515,,,,0.0545697920024395,,,,0.02071995660662651,,,,0.02584024704992771,,,
295,9.833333333333334,1,0.2953829156378141,3,0.9989311099052429,0.5426896768701115,0.6321055696139404,-1.5162686832406622,0.9451297521591187,0.7500685810530129,0.9985265466299791,-0.6343583859684364,0.9554241895675659,0.3259541441749512,0.9733205389656767,-0.7159299935783905,0.20540744066238403,,,,0.3362686038017273,,,,0.06482844054698944,,,,0.11330752074718475,,,,0.034677471965551376,,,,0.036468930542469025,,,,0.053204528987407684,,,,0.051579829305410385,,,,0.020281417295336723,,,,0.024468667805194855,,,
296,9.866666666666667,1,0.2970073108489697,3,0.9988753795623779,0.5425587863250998,0.6269349022717047,-1.5372191815933536,0.945035457611084,0.750868762695666,0.9994687252152956,-0.6290493526436495,0.955683708190918,0.32599678981559327,0.9754282202496827,-0.7093852400899106,0.20562471449375153,,,,0.3368009626865387,,,,0.07186050713062286,,,,0.126462921500206,,,,0.03260394185781479,,,,0.03450256958603859,,,,0.05550691857933998,,,,0.052782632410526276,,,,0.020657259970903397,,,,0.02469806745648384,,,
297,9.9,1,0.30019293453257817,3,0.9987534284591675,0.5427154639727969,0.6235264892188248,-1.514667592898276,0.945402979850769,0.7513921078192324,1.0008559871749378,-0.6158430519565269,0.9565486311912537,0.3259030723947266,0.97705483797414,-0.6822677064025522,0.2146889865398407,,,,0.34344223141670227,,,,0.07736916095018387,,,,0.13705116510391235,,,,0.03162623569369316,,,,0.03404296189546585,,,,0.06018548831343651,,,,0.05616998299956322,,,,0.021543366834521294,,,,0.025683529675006866,,,
298,9.933333333333334,1,0.3002434460302958,3,0.9987825155258179,0.5433556971507241,0.6215923377240972,-1.4651116467701262,0.94815993309021,0.7516358545723548,1.002835330796779,-0.5836766978109903,0.9586260914802551,0.32512107005363555,0.9806884433255196,-0.6480252192078912,0.21814368665218353,,,,0.34257957339286804,,,,0.07744154334068298,,,,0.13897621631622314,,,,0.02922012098133564,,,,0.031566739082336426,,,,0.05863867327570915,,,,0.054794684052467346,,,,0.021070610731840134,,,,0.0251644104719162,,,
299,9.966666666666667,1,0.3002434460302958,3,0.9987825155258179,0.5438038603752731,0.6202384316777878,-1.4304224844804214,0.94815993309021,0.7518064772995405,1.0042208713320677,-0.5611602499091147,0.9586260914802551,0.32457366841487184,0.9832319670714855,-0.6240554781716285,0.21814368665218353,,,,0.34257957339286804,,,,0.07744154334068298,,,,0.13897621631622314,,,,0.02922012098133564,,,,0.031566739082336426,,,,0.05863867327570915,,,,0.054794684052467346,,,,0.021070610731840134,,,,0.0251644104719162,,,
300,10.0,1,0.29996195965661454,3,0.9988471865653992,0.5442558872106587,0.6191804765362525,-1.4258596000295443,0.953657865524292,0.7512143946824933,1.0040327864308605,-0.5552130285702609,0.9643210768699646,0.32400624633050423,0.9835502542712831,-0.6248164646201186,0.22315379977226257,,,,0.35343730449676514,,,,0.0733085572719574,,,,0.1297164410352707,,,,0.024904226884245872,,,,0.027360202744603157,,,,0.054704006761312485,,,,0.05171722173690796,,,,0.020184112712740898,,,,0.024193473160266876,,,
301,10.033333333333333,1,0.2989447187059201,3,0.9989035129547119,0.5446596029581665,0.6186566483069746,-1.426193794414907,0.9569580554962158,0.7521136291818743,1.0047415524913483,-0.5517906388304357,0.9671087265014648,0.32356758392007673,0.9843746211490014,-0.6281423181952036,0.2202196717262268,,,,0.35633614659309387,,,,0.06932249665260315,,,,0.12412318587303162,,,,0.02278261072933674,,,,0.025227999314665794,,,,0.05234538018703461,,,,0.049883563071489334,,,,0.01954868994653225,,,,0.0235213041305542,,,
302,10.066666666666666,1,0.2989447187059201,3,0.9989035129547119,0.544942203981422,0.6182899685464801,-1.4264277304846609,0.9569580554962158,0.752743093331441,1.0052376887336898,-0.549394966012558,0.9671087265014648,0.32326052023277746,0.9849516779634043,-0.6304704156977631,0.2202196717262268,,,,0.35633614659309387,,,,0.06932249665260315,,,,0.12412318587303162,,,,0.02278261072933674,,,,0.025227999314665794,,,,0.05234538018703461,,,,0.049883563071489334,,,,0.01954868994653225,,,,0.0235213041305542,,,
303,10.1,1,0.30136891912955505,3,0.9986846446990967,0.5452461865305104,0.6185156611833722,-1.400640040630797,0.9580151438713074,0.751634527953316,1.0052367976104088,-0.5394629245921219,0.9674057364463806,0.32283405664875353,0.9824505886750299,-0.6112232531332857,0.2300708144903183,,,,0.3573063313961029,,,,0.07698643207550049,,,,0.13959422707557678,,,,0.020100845023989677,,,,0.022747620940208435,,,,0.053125835955142975,,,,0.051009651273489,,,,0.01915186457335949,,,,0.02359680086374283,,,
304,10.133333333333333,1,0.3016293838333625,3,0.9987353086471558,0.545472188664619,0.61570553141471,-1.3672745317183828,0.9606494903564453,0.7505933153612359,1.004443348602097,-0.519355851823784,0.969336211681366,0.3226880514852203,0.9802782186788135,-0.5889728176252763,0.23165355622768402,,,,0.3570634722709656,,,,0.07864327728748322,,,,0.1453610062599182,,,,0.018521897494792938,,,,0.021061530336737633,,,,0.05042602866888046,,,,0.048819392919540405,,,,0.01823565736413002,,,,0.022675160318613052,,,
305,10.166666666666666,1,0.3016293838333625,3,0.9987353086471558,0.545630390158495,0.6137384405766464,-1.3439186754796928,0.9606494903564453,0.7498644665467797,1.0038879342962785,-0.5052809008859475,0.969336211681366,0.322585847870747,0.9787575596814622,-0.5733975127696698,0.23165355622768402,,,,0.3570634722709656,,,,0.07864327728748322,,,,0.1453610062599182,,,,0.018521897494792938,,,,0.021061530336737633,,,,0.05042602866888046,,,,0.048819392919540405,,,,0.01823565736413002,,,,0.022675160318613052,,,
306,10.2,1,0.3007997510811457,3,0.9986974000930786,0.5458096705852354,0.6101300221407588,-1.345945890752655,0.9624916315078735,0.7496396594158452,1.003166872229441,-0.5231029850475009,0.9710351228713989,0.3226706513040938,0.9767005737594453,-0.5769357590627465,0.23223301768302917,,,,0.35106775164604187,,,,0.07935401052236557,,,,0.14174465835094452,,,,0.016464967280626297,,,,0.01895800232887268,,,,0.050372157245874405,,,,0.04769377037882805,,,,0.018392067402601242,,,,0.021892206743359566,,,
307,10.233333333333333,1,0.3008534140311755,3,0.9986528158187866,0.5458727787022672,0.6077944945501211,-1.3519420059578886,0.9606693387031555,0.7495705927449612,1.0020245319370276,-0.5357144140762499,0.9708454608917236,0.32291120586708927,0.9753447261631668,-0.5818693812813615,0.2315121293067932,,,,0.3477711081504822,,,,0.08198951929807663,,,,0.14316193759441376,,,,0.01592550240457058,,,,0.018558265641331673,,,,0.051732711493968964,,,,0.048957690596580505,,,,0.018907606601715088,,,,0.02241029590368271,,,
308,10.266666666666667,1,0.30219848016993356,3,0.9986223578453064,0.545238283977848,0.6062871732160295,-1.3535341821551412,0.9590081572532654,0.7495017539984686,1.001292539043694,-0.5445973639183926,0.9702216982841492,0.32409513203840473,0.9744590581482775,-0.5766099933076281,0.23427750170230865,,,,0.3429103195667267,,,,0.0916719138622284,,,,0.15348732471466064,,,,0.015497892163693905,,,,0.018205149099230766,,,,0.05312781408429146,,,,0.04992586746811867,,,,0.019114164635539055,,,,0.02251008152961731,,,
309,10.3,1,0.3028397507105882,3,0.998527467250824,0.5447947814009182,0.6041476848216247,-1.3559063396561208,0.9553439021110535,0.7494887932209862,1.0009386089269603,-0.5498326674248359,0.9665677547454834,0.3249095215993991,0.9742204648969857,-0.5693380703828598,0.23566120862960815,,,,0.33598792552948,,,,0.09994214028120041,,,,0.16388438642024994,,,,0.014551155269145966,,,,0.017095865681767464,,,,0.05617019906640053,,,,0.05123937129974365,,,,0.01958930864930153,,,,0.022356074303388596,,,
310,10.333333333333334,1,0.30622305112102854,3,0.9984344244003296,0.5446564022460694,0.6018661226574554,-1.3482423111990733,0.9552134275436401,0.7492980993636533,1.000136427360475,-0.5465434311431554,0.9665441513061523,0.32558018607085043,0.9740145397089721,-0.559364351551861,0.24296094477176666,,,,0.3381284475326538,,,,0.11552614718675613,,,,0.17615434527397156,,,,0.014551251195371151,,,,0.017180142924189568,,,,0.058268141001462936,,,,0.05410433188080788,,,,0.02037247270345688,,,,0.023461436852812767,,,
311,10.366666666666667,1,0.3075723790635283,3,0.9983920454978943,0.5451966508856794,0.6004167294522903,-1.3451106627421527,0.9562606811523438,0.7488722886436839,0.9994760876838265,-0.5451084994297559,0.9673742651939392,0.3258244797540661,0.9731096103123784,-0.5546817233610066,0.24600470066070557,,,,0.33796426653862,,,,0.12142501026391983,,,,0.18464183807373047,,,,0.013875369913876057,,,,0.016501490026712418,,,,0.0579615943133831,,,,0.0544583685696125,,,,0.020155981183052063,,,,0.02342531643807888,,,
312,10.4,1,0.31108679436147213,3,0.9983342289924622,0.5458076227945056,0.5994601614489701,-1.3423304255550965,0.9573164582252502,0.7484452247674823,0.9976410774549571,-0.5438371316706075,0.9679815173149109,0.32599886491567587,0.9719957403374087,-0.5517027532372414,0.2539774477481842,,,,0.3407026529312134,,,,0.13763085007667542,,,,0.20188234746456146,,,,0.013373026624321938,,,,0.015979943796992302,,,,0.0581856369972229,,,,0.05541429668664932,,,,0.019948210567235947,,,,0.023401709273457527,,,
313,10.433333333333334,1,0.31467417391160357,3,0.9982861876487732,0.5462396840720749,0.5977463977585418,-1.3419286039493585,0.9579406976699829,0.7481618905106079,0.9977856512578834,-0.5354418706179116,0.9676555395126343,0.32608292762706165,0.971039953273799,-0.5516861904382186,0.25818854570388794,,,,0.3464689552783966,,,,0.146661177277565,,,,0.22271299362182617,,,,0.012897616252303123,,,,0.015420225448906422,,,,0.060951631516218185,,,,0.059175197035074234,,,,0.020315229892730713,,,,0.02409026399254799,,,
314,10.466666666666667,1,0.31733906792046934,3,0.9982300996780396,0.5466322491892739,0.5968627452785897,-1.352314974756586,0.959139347076416,0.747786906245075,0.998191444575663,-0.5367556180453615,0.9677884578704834,0.3258029012380902,0.9699877219494046,-0.5627529780172938,0.2642080783843994,,,,0.3472035825252533,,,,0.15572907030582428,,,,0.23935189843177795,,,,0.012487923726439476,,,,0.014943263493478298,,,,0.061860136687755585,,,,0.059836246073246,,,,0.020444707944989204,,,,0.024185070767998695,,,
315,10.5,1,0.3206426240503788,3,0.9981576204299927,0.5469075812131161,0.59605570077445,-1.3576773108284503,0.9604464173316956,0.7473990865726328,0.9981417436896889,-0.5348388946182948,0.9681415557861328,0.3254400225429937,0.9692811113563282,-0.5691181413404687,0.27009376883506775,,,,0.3540407419204712,,,,0.16343383491039276,,,,0.2558858394622803,,,,0.01233088131994009,,,,0.01478209812194109,,,,0.06378526240587234,,,,0.062140170484781265,,,,0.020609362050890923,,,,0.02450655959546566,,,
316,10.533333333333333,1,0.3232359161887031,3,0.9980376362800598,0.547682049002349,0.5951360564200294,-1.3638449341921588,0.9615890979766846,0.7475269758428473,0.9983966674059024,-0.5296732343523894,0.9684235453605652,0.3251899324222846,0.9692672252036106,-0.5812652582377971,0.2690518796443939,,,,0.36450108885765076,,,,0.16617774963378906,,,,0.2762710452079773,,,,0.01198693085461855,,,,0.014315040782094002,,,,0.0645415186882019,,,,0.0626194030046463,,,,0.020546622574329376,,,,0.024005351588129997,,,
317,10.566666666666666,1,0.3202945076359006,3,0.998067319393158,0.5475193098070916,0.5946576903797932,-1.3673284969337787,0.9614951610565186,0.7469585166978574,0.9985095787003211,-0.5272530188264882,0.9687210917472839,0.3249744573886305,0.97009948606927,-0.5825976224855131,0.2632823586463928,,,,0.3565886616706848,,,,0.1594325453042984,,,,0.26251745223999023,,,,0.011607825756072998,,,,0.013943924568593502,,,,0.06293411552906036,,,,0.0610278844833374,,,,0.020410830155014992,,,,0.023799428716301918,,,
318,10.6,1,0.32111787817512566,3,0.9979385137557983,0.5474275474168745,0.5942473031457686,-1.3373212382322155,0.9607218503952026,0.7458773472533042,0.9983107039896846,-0.5008213817151095,0.9670993685722351,0.3251173446335968,0.9695424159461971,-0.5708664064090333,0.2618543803691864,,,,0.3589392304420471,,,,0.16230644285678864,,,,0.26957210898399353,,,,0.011271695606410503,,,,0.013499382883310318,,,,0.06348836421966553,,,,0.06294460594654083,,,,0.020426899194717407,,,,0.02446957305073738,,,
319,10.633333333333333,1,0.31976152333216024,3,0.9977731108665466,0.5473404613229156,0.5932676287654535,-1.3139657552627644,0.9578779339790344,0.7455258640684476,0.998641200134927,-0.4898883580515975,0.9637652635574341,0.3252067083945874,0.9692208989527127,-0.5585757735507306,0.26070111989974976,,,,0.3515508770942688,,,,0.16434313356876373,,,,0.2672940790653229,,,,0.010914986953139305,,,,0.0130205312743783,,,,0.06326346099376678,,,,0.062217216938734055,,,,0.020289305597543716,,,,0.023888783529400826,,,
320,10.666666666666666,1,0.3171284669437088,3,0.9978646039962769,0.5473014951710665,0.5926013831808614,-1.3037789168866023,0.9600436091423035,0.745338566216474,0.998713099051358,-0.4900352483535941,0.9659279584884644,0.3252674659472408,0.9680145598298718,-0.5552499344145886,0.2558016777038574,,,,0.3493664562702179,,,,0.1551733762025833,,,,0.2576881945133209,,,,0.01005192007869482,,,,0.012040769681334496,,,,0.05905962735414505,,,,0.058070894330739975,,,,0.019147051498293877,,,,0.0224339310079813,,,
321,10.7,1,0.32310387821724784,3,0.9979531168937683,0.548405163355205,0.5894072762290749,-1.2971552821038248,0.961787760257721,0.7455585052359617,0.9990916412693154,-0.48922378697808533,0.9670255184173584,0.3251070334779413,0.9677246602170155,-0.5626686369515401,0.2623335123062134,,,,0.3668414056301117,,,,0.16412591934204102,,,,0.28539031744003296,,,,0.010388858616352081,,,,0.012486819177865982,,,,0.06380046904087067,,,,0.06477715075016022,,,,0.019673079252243042,,,,0.023766489699482918,,,
322,10.733333333333333,1,0.322569544856938,3,0.9977200031280518,0.5530642698280746,0.5877344149164436,-1.3159156827555751,0.960598886013031,0.74564347613374,0.999339275870256,-0.4891450704651193,0.963925838470459,0.3247785089400444,0.9696096335107822,-0.5829401064511,0.25567054748535156,,,,0.36499738693237305,,,,0.16215501725673676,,,,0.29329466819763184,,,,0.010009592399001122,,,,0.011954276822507381,,,,0.06521628797054291,,,,0.06448940932750702,,,,0.020031174644827843,,,,0.023340994492173195,,,
323,10.766666666666667,1,0.32236112303172165,3,0.9972773790359497,0.5566035748572065,0.5866078472602818,-1.3475330324867028,0.9576193690299988,0.745725611487664,0.9995116008514886,-0.5058160633903723,0.9611312747001648,0.32468670234987373,0.970991073844663,-0.6085783396181563,0.25239109992980957,,,,0.3637637495994568,,,,0.16024695336818695,,,,0.2960701584815979,,,,0.009822534397244453,,,,0.011688527651131153,,,,0.06904701143503189,,,,0.06689037382602692,,,,0.020946362987160683,,,,0.023799804970622063,,,
324,10.8,1,0.32169709182702577,3,0.9971705675125122,0.5604739952818194,0.5858688350049572,-1.3669788555631102,0.9573151469230652,0.7450691200770398,0.9996236631508972,-0.5167588976764069,0.9607210755348206,0.3244402799818562,0.9718915990575969,-0.6218046116642127,0.25194334983825684,,,,0.35661035776138306,,,,0.1624801754951477,,,,0.2964722812175751,,,,0.009674681350588799,,,,0.01146969385445118,,,,0.06811130791902542,,,,0.06513085961341858,,,,0.021231254562735558,,,,0.023731442168354988,,,
325,10.833333333333334,1,0.32371016749395776,3,0.9968309998512268,0.5683918355022815,0.5854065474738221,-1.3943913262516598,0.956993579864502,0.7441909369065585,0.9995293009743506,-0.5238181205014756,0.9611510634422302,0.32424401995237195,0.9722821056951456,-0.6456961331236739,0.2481997311115265,,,,0.3683464229106903,,,,0.16271966695785522,,,,0.31588631868362427,,,,0.00930917076766491,,,,0.011015336960554123,,,,0.06816135346889496,,,,0.06496194750070572,,,,0.0212898887693882,,,,0.023366697132587433,,,
326,10.866666666666667,1,0.32253500683089864,3,0.9964562654495239,0.5743536065698129,0.5850978235213636,-1.411800928612673,0.9583713412284851,0.743376795387661,0.9987312368478167,-0.5076402203236281,0.9616349935531616,0.3238828165301369,0.972563363917327,-0.6606734899906184,0.24068735539913177,,,,0.3598780632019043,,,,0.15771038830280304,,,,0.3246845602989197,,,,0.009311117231845856,,,,0.010821797885000706,,,,0.06651613116264343,,,,0.06282278895378113,,,,0.021317431703209877,,,,0.022742854431271553,,,
327,10.9,1,0.32511731444929654,3,0.9961733222007751,0.5794130660569989,0.5848774788643991,-1.3808927768370376,0.9585789442062378,0.7427292374327549,0.9981579828608087,-0.4738941036856156,0.9592063426971436,0.32370173216641746,0.972678365772326,-0.6512336905558413,0.24034981429576874,,,,0.3717118501663208,,,,0.1610564887523651,,,,0.34241238236427307,,,,0.00922063272446394,,,,0.010569406673312187,,,,0.06698586046695709,,,,0.06527373194694519,,,,0.02148081362247467,,,,0.023505497723817825,,,
328,10.933333333333334,1,0.3257602841521685,3,0.9959676265716553,0.588119495732926,0.5853543613857282,-1.3648532314827646,0.9594713449478149,0.7423302168933885,0.9966301057580744,-0.4540675769485222,0.959618866443634,0.32280494666642506,0.9723429995037629,-0.6465185943277333,0.2418430745601654,,,,0.37155383825302124,,,,0.16499172151088715,,,,0.3488317131996155,,,,0.009224637411534786,,,,0.010563747026026249,,,,0.06498366594314575,,,,0.06358525156974792,,,,0.020948778837919235,,,,0.023299427703022957,,,
329,10.966666666666667,1,0.3286800037066524,3,0.9957315921783447,0.5944395524028339,0.5857131773386773,-1.356680120886507,0.9602459073066711,0.7422887250484859,0.9971780711105012,-0.43842909466882846,0.9592132568359375,0.321946544722543,0.9724181813081363,-0.655172185512598,0.24001118540763855,,,,0.3889159858226776,,,,0.1639210730791092,,,,0.3645488917827606,,,,0.009261349216103554,,,,0.010596311651170254,,,,0.06679868698120117,,,,0.06811258941888809,,,,0.02100566029548645,,,,0.024477558210492134,,,
330,11.0,1,0.3304741397643319,3,0.9957143068313599,0.5996429347231367,0.5859646882522169,-1.3392033220358686,0.9606965184211731,0.7415402050108993,0.9975313378953317,-0.4275985291815023,0.9590510725975037,0.32157331138161627,0.9718564575370332,-0.6566649193451315,0.23617109656333923,,,,0.40130364894866943,,,,0.16415929794311523,,,,0.37840360403060913,,,,0.00902587827295065,,,,0.010254476219415665,,,,0.06712754815816879,,,,0.06879261136054993,,,,0.021020516753196716,,,,0.024443240836262703,,,
331,11.033333333333333,1,0.33285043417261195,3,0.9955528378486633,0.6052655951444372,0.5862346232072159,-1.3281264532327253,0.9604668021202087,0.7410176536146699,0.9978792968897388,-0.4115736555905495,0.9579905867576599,0.32121050855036043,0.9715867219189134,-0.6643569549341853,0.23608596622943878,,,,0.4196925461292267,,,,0.16343754529953003,,,,0.3920489251613617,,,,0.009050055406987667,,,,0.01008638646453619,,,,0.06755951792001724,,,,0.06952150166034698,,,,0.021143173798918724,,,,0.02441979944705963,,,
332,11.066666666666666,1,0.33500296930567575,3,0.9954016208648682,0.6089957856520857,0.5854591268395335,-1.30706452529666,0.9606870412826538,0.7400812008473008,0.9973781439121421,-0.3752110710040676,0.9573063254356384,0.3210063909526748,0.9705926720771718,-0.6636034484996298,0.2345123440027237,,,,0.43896281719207764,,,,0.1626356542110443,,,,0.40250808000564575,,,,0.009408270940184593,,,,0.01024558860808611,,,,0.06755499541759491,,,,0.07025308161973953,,,,0.02093965746462345,,,,0.024623123928904533,,,
333,11.1,1,0.3408821410714434,3,0.9955805540084839,0.6112105063964319,0.5847672558492885,-1.2773653928510944,0.9628480076789856,0.7391698369329085,0.9970265500465134,-0.3339945586728218,0.959429919719696,0.3207852954194206,0.9696561178695629,-0.6473268673226962,0.23720119893550873,,,,0.46565374732017517,,,,0.17223665118217468,,,,0.43617135286331177,,,,0.009286321699619293,,,,0.010080290026962757,,,,0.06686500459909439,,,,0.07089399546384811,,,,0.020517498254776,,,,0.024703292176127434,,,
334,11.133333333333333,1,0.33971736229096466,3,0.9955697059631348,0.612388019627191,0.5864456828103985,-1.2886457070560078,0.959371030330658,0.739634073402627,0.9970069200697907,-0.35085940644592184,0.9596928358078003,0.32138949534969335,0.9690019246729243,-0.6319211764915794,0.24020472168922424,,,,0.4568811357021332,,,,0.1752263754606247,,,,0.42951488494873047,,,,0.008978253230452538,,,,0.009870384819805622,,,,0.06584027409553528,,,,0.0699763149023056,,,,0.02029648795723915,,,,0.024903304874897003,,,
335,11.166666666666666,1,0.34027025719674736,3,0.9958776831626892,0.6131368909340105,0.5858222320642639,-1.2888986684278223,0.9624601602554321,0.7402148859086638,0.9998243758710581,-0.34749979575291373,0.9624152183532715,0.3211341493445015,0.9690113911782126,-0.6315031439710465,0.23107774555683136,,,,0.442482054233551,,,,0.16828453540802002,,,,0.46431422233581543,,,,0.008905928581953049,,,,0.009579936042428017,,,,0.06583534181118011,,,,0.06777802109718323,,,,0.020418724045157433,,,,0.02408377267420292,,,
336,11.2,1,0.34434357794144976,3,0.9958272576332092,0.6139875614486834,0.5839564494765398,-1.2527733298318486,0.9645349383354187,0.7399636339612904,1.00152011282669,-0.3099184598512507,0.9635683298110962,0.32096617173971365,0.9686898583996388,-0.623484775767144,0.23051296174526215,,,,0.462287038564682,,,,0.17343707382678986,,,,0.49243006110191345,,,,0.008936353959143162,,,,0.009458104148507118,,,,0.0649430900812149,,,,0.06702675670385361,,,,0.019970420747995377,,,,0.023534126579761505,,,
337,11.233333333333333,1,0.34556861880880135,3,0.9958372116088867,0.6144289289603522,0.58450852878229,-1.2470097856247255,0.9621701836585999,0.7402721645462186,1.0026764084617152,-0.2963880485485931,0.9618372917175293,0.3223127159106248,0.9683819767216508,-0.6152480559962903,0.23406867682933807,,,,0.4711209833621979,,,,0.17683352530002594,,,,0.49557676911354065,,,,0.0085698701441288,,,,0.00909440591931343,,,,0.06584617495536804,,,,0.06769120693206787,,,,0.020123250782489777,,,,0.02362249419093132,,,
338,11.266666666666667,1,0.3480809682693619,4,0.9960384964942932,0.6148208558840477,0.5852777534041337,-1.245658586578238,0.9649832844734192,0.7403724254587659,1.003213267207533,-0.2931238661541201,0.9643336534500122,0.32298248041066124,0.9678380141124889,-0.6181481403303682,0.23349632322788239,,,,0.47518518567085266,,,,0.18168996274471283,,,,0.5225639939308167,0.5225087742209433,0.9796018873453138,-1.4781807620525358,0.008343555964529514,,,,0.008757265284657478,,,,0.06336051970720291,,,,0.06424473226070404,,,,0.019543319940567017,,,,0.022512294352054596,,,
339,11.3,1,0.3520358521491289,4,0.9959869980812073,0.6150257712799356,0.5832967938303423,-1.2457754384573971,0.9656916856765747,0.7403460306916195,1.003574548638138,-0.2956171597275694,0.9651249051094055,0.3233338079837443,0.9673147971059913,-0.6248029893174547,0.2370673567056656,,,,0.4948756694793701,,,,0.18539194762706757,,,,0.5380476713180542,0.4919931022465228,0.9604782474398612,-1.6727393718004224,0.008654836565256119,,,,0.009150471538305283,,,,0.06593972444534302,,,,0.06735888123512268,,,,0.019953202456235886,,,,0.023222727701067924,,,
340,11.333333333333334,1,0.35348067339509726,5,0.9957545399665833,0.6150954334277543,0.5819110340797533,-1.2498210747805905,0.9665197730064392,0.7402890020703763,1.0038129259480941,-0.30098107811445907,0.9657871723175049,0.3229276743919886,0.9668497683841213,-0.629388052013948,0.23557689785957336,,,,0.5061973929405212,0.28594960298256566,1.3183078285018799,-1.2820525243166088,0.1859530210494995,,,,0.5440736413002014,0.47269564466655245,0.9545548030388353,-1.7899477259325978,0.00911285262554884,,,,0.009584598243236542,,,,0.0662408396601677,,,,0.06740960478782654,,,,0.019972722977399826,,,,0.02306569740176201,,,
341,11.366666666666667,1,0.3547343397513032,5,0.9958310127258301,0.6151284791864,0.5816005216883163,-1.2568685587085655,0.9674616456031799,0.740352329201186,1.0040629027817383,-0.3050344670776967,0.9669795036315918,0.3226531619999673,0.9665266086227453,-0.6334157948207896,0.2336186170578003,,,,0.519819974899292,0.2699430243996932,1.3516794583372411,-1.3011168769993482,0.18657074868679047,,,,0.5523432493209839,0.45924869495517007,0.9468497800883053,-1.879422720591783,0.008895453065633774,,,,0.00938242394477129,,,,0.06373956054449081,,,,0.06541093438863754,,,,0.01923350803554058,,,,0.0222597848623991,,,
342,11.4,1,0.3573577409753433,5,0.9956474900245667,0.6151537033404836,0.5816291394623695,-1.2522894325937985,0.9684836864471436,0.7403673148261298,1.0042267285757873,-0.3062537967637291,0.9675806760787964,0.32236918237027584,0.9662667797701289,-0.6340697422781019,0.2367009073495865,,,,0.5306989550590515,0.26019446549611364,1.3835557201326385,-1.298852289954689,0.1918012797832489,,,,0.5632926821708679,0.45720925850192895,0.9441097555199741,-1.8992427621527428,0.009037508629262447,,,,0.009512919001281261,,,,0.0654083788394928,,,,0.06593350321054459,,,,0.019365953281521797,,,,0.02218669280409813,,,
343,11.433333333333334,1,0.3628436283996472,5,0.995573103427887,0.6151057891786248,0.5805317099844222,-1.2310264476299595,0.9697542786598206,0.739785233266627,1.0042247841836542,-0.2906738441817539,0.9683584570884705,0.32216901082150085,0.9659945448922823,-0.6227439175656337,0.2439698725938797,,,,0.5530387163162231,0.2546552166189546,1.4057713994557008,-1.2821025845089622,0.19993215799331665,,,,0.5820769667625427,0.4594577903128081,0.9350405935791766,-1.9004396343202132,0.009616529569029808,,,,0.010148229077458382,,,,0.06941927969455719,,,,0.07153045386075974,,,,0.019897988066077232,,,,0.023651136085391045,,,
344,11.466666666666667,1,0.36354842932464987,5,0.995449960231781,0.6155412782150611,0.5797782436180475,-1.1901329773378588,0.9711540937423706,0.7388628278069026,1.0038406540013423,-0.2587388133151138,0.9691691994667053,0.3220106785381472,0.9658327337584294,-0.6121900649296869,0.23597702383995056,,,,0.5637651681900024,0.251848998804098,1.4228196198167444,-1.2735436914041982,0.19655966758728027,,,,0.597028374671936,0.4625403263373662,0.9279281798048162,-1.9047044496515904,0.009715849533677101,,,,0.010113260708749294,,,,0.06663454324007034,,,,0.06887225061655045,,,,0.019104953855276108,,,,0.02258523553609848,,,
